metrics,query,galago,anserini,galago_best,anserini_best,abs_diff
recall_40,enwiki:Effects%20of%20global%20warming/Regions,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Regions,0.6131,0.2372,0.3759,-0.3759,0.3759
map,enwiki:Effects%20of%20global%20warming/Regions/Observed%20impacts,0.0034,0.0053,-0.0019000000000000002,0.0019000000000000002,0.0019000000000000002
Rprec,enwiki:Effects%20of%20global%20warming/Regions/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Regions/Observed%20impacts,0.0067,0.0106,-0.0039,0.0039,0.0039
P_20,enwiki:Effects%20of%20global%20warming/Regions/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Regions/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Regions/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Regions/Projected%20impacts,0.0038,0.0111,-0.007300000000000001,0.007300000000000001,0.007300000000000001
Rprec,enwiki:Effects%20of%20global%20warming/Regions/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Regions/Projected%20impacts,0.0076,0.0222,-0.014600000000000002,0.014600000000000002,0.014600000000000002
P_20,enwiki:Effects%20of%20global%20warming/Regions/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Regions/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Regions/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Scientific%20opinion,0.0,0.0008,-0.0008,0.0008,0.0008
Rprec,enwiki:Effects%20of%20global%20warming/Scientific%20opinion,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Scientific%20opinion,0.0,0.0017,-0.0017,0.0017,0.0017
P_20,enwiki:Effects%20of%20global%20warming/Scientific%20opinion,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Scientific%20opinion,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Scientific%20opinion,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Scientific%20opinion/NASA%20data%20and%20tools,0.1667,0.5,-0.33330000000000004,0.33330000000000004,0.33330000000000004
Rprec,enwiki:Effects%20of%20global%20warming/Scientific%20opinion/NASA%20data%20and%20tools,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Scientific%20opinion/NASA%20data%20and%20tools,0.1667,0.5,-0.33330000000000004,0.33330000000000004,0.33330000000000004
P_20,enwiki:Effects%20of%20global%20warming/Scientific%20opinion/NASA%20data%20and%20tools,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Scientific%20opinion/NASA%20data%20and%20tools,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Scientific%20opinion/NASA%20data%20and%20tools,0.3562,0.6309,-0.2747,0.2747,0.2747
map,enwiki:Effects%20of%20global%20warming/Social%20systems,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts,0.0039,0.0061,-0.0022000000000000006,0.0022000000000000006,0.0022000000000000006
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts,0.0039,0.0061,-0.0022000000000000006,0.0022000000000000006,0.0022000000000000006
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0143,0.0244,-0.010100000000000001,0.010100000000000001,0.010100000000000001
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0143,0.0244,-0.010100000000000001,0.010100000000000001,0.010100000000000001
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Observed%20impacts,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Projected%20impacts,0.0005,0.0005,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Projected%20impacts,0.0014,0.0014,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Aggregate%20impacts/Projected%20impacts,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Droughts%20and%20agriculture,0.0018,0.0027,-0.0009000000000000002,0.0009000000000000002,0.0009000000000000002
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Droughts%20and%20agriculture,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Droughts%20and%20agriculture,0.0018,0.0027,-0.0009000000000000002,0.0009000000000000002,0.0009000000000000002
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Droughts%20and%20agriculture,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Droughts%20and%20agriculture,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Droughts%20and%20agriculture,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections/Food%20security,0.0152,0.0047,0.010499999999999999,-0.010499999999999999,0.010499999999999999
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections/Food%20security,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections/Food%20security,0.0152,0.0047,0.010499999999999999,-0.010499999999999999,0.010499999999999999
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections/Food%20security,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections/Food%20security,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Food%20supply/Projections/Food%20security,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Health,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Health,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Health,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Health,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Health,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Health,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Health/Projections,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Health/Projections,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Health/Projections,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Health/Projections,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Health/Projections,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Health/Projections,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Migration%20and%20conflict,0.0017,0.0038,-0.0021000000000000003,0.0021000000000000003,0.0021000000000000003
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Migration%20and%20conflict,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Migration%20and%20conflict,0.0086,0.0192,-0.010599999999999998,0.010599999999999998,0.010599999999999998
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Migration%20and%20conflict,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Migration%20and%20conflict,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Migration%20and%20conflict,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Social%20systems/Water%20resources,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Social%20systems/Water%20resources,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Social%20systems/Water%20resources,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Water%20resources,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Social%20systems/Water%20resources,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Social%20systems/Water%20resources,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Temperature%20changes,0.0128,0.0125,0.0002999999999999999,-0.0002999999999999999,0.0002999999999999999
Rprec,enwiki:Effects%20of%20global%20warming/Temperature%20changes,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Temperature%20changes,0.0128,0.0125,0.0002999999999999999,-0.0002999999999999999,0.0002999999999999999
P_20,enwiki:Effects%20of%20global%20warming/Temperature%20changes,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Temperature%20changes,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Temperature%20changes,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Temperature%20changes/Projected%20warming%20in%20context,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Effects%20of%20global%20warming/Temperature%20changes/Projected%20warming%20in%20context,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Temperature%20changes/Projected%20warming%20in%20context,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Temperature%20changes/Projected%20warming%20in%20context,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Temperature%20changes/Projected%20warming%20in%20context,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Temperature%20changes/Projected%20warming%20in%20context,0.0,0.0,0.0,0.0,0.0
map,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,0.3246,0.3447,-0.020100000000000007,0.020100000000000007,0.020100000000000007
Rprec,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,0.4,0.4,0.0,0.0,0.0
recip_rank,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,0.1,0.1,0.0,0.0,0.0
recall_40,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,0.6,0.4,0.19999999999999996,-0.19999999999999996,0.19999999999999996
ndcg_cut_20,enwiki:Effects%20of%20global%20warming/Temperature%20changes/SRES%20emissions%20scenarios,0.4852,0.5087,-0.02350000000000002,0.02350000000000002,0.02350000000000002
map,enwiki:Elaeis%20guineensis,0.0179,0.25,-0.2321,0.2321,0.2321
Rprec,enwiki:Elaeis%20guineensis,0.0,0.5,-0.5,0.5,0.5
recip_rank,enwiki:Elaeis%20guineensis,0.0357,0.5,-0.4643,0.4643,0.4643
P_20,enwiki:Elaeis%20guineensis,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Elaeis%20guineensis,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis,0.0,0.3869,-0.3869,0.3869,0.3869
map,enwiki:Elaeis%20guineensis/Crop%20nutrient,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/Crop%20nutrient,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Crop%20nutrient,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/Crop%20nutrient,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Crop%20nutrient,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Crop%20nutrient,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Cross-breeding,0.0045,0.0128,-0.008300000000000002,0.008300000000000002,0.008300000000000002
Rprec,enwiki:Elaeis%20guineensis/Cross-breeding,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Cross-breeding,0.027,0.0769,-0.0499,0.0499,0.0499
P_20,enwiki:Elaeis%20guineensis/Cross-breeding,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Elaeis%20guineensis/Cross-breeding,0.1667,0.1667,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Cross-breeding,0.0,0.0795,-0.0795,0.0795,0.0795
map,enwiki:Elaeis%20guineensis/Description,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/Description,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Description,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/Description,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Description,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Description,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Disease,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/Disease,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Disease,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/Disease,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Disease,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Disease,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/History,0.0209,0.0572,-0.0363,0.0363,0.0363
Rprec,enwiki:Elaeis%20guineensis/History,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/History,0.027,0.1111,-0.08410000000000001,0.08410000000000001,0.08410000000000001
P_20,enwiki:Elaeis%20guineensis/History,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Elaeis%20guineensis/History,0.3333,0.6667,-0.3334,0.3334,0.3334
ndcg_cut_20,enwiki:Elaeis%20guineensis/History,0.0,0.1413,-0.1413,0.1413,0.1413
map,enwiki:Elaeis%20guineensis/History/Malaysia,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/History/Malaysia,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/History/Malaysia,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/History/Malaysia,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/History/Malaysia,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/History/Malaysia,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Malayan%20folkculture,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/Malayan%20folkculture,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Malayan%20folkculture,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/Malayan%20folkculture,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Malayan%20folkculture,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Malayan%20folkculture,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Oil%20palm%20research,0.0,0.0013,-0.0013,0.0013,0.0013
Rprec,enwiki:Elaeis%20guineensis/Oil%20palm%20research,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Oil%20palm%20research,0.0,0.0013,-0.0013,0.0013,0.0013
P_20,enwiki:Elaeis%20guineensis/Oil%20palm%20research,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Oil%20palm%20research,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Oil%20palm%20research,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Palm%20oil%20production,0.0017,0.0047,-0.003,0.003,0.003
Rprec,enwiki:Elaeis%20guineensis/Palm%20oil%20production,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Palm%20oil%20production,0.0022,0.0061,-0.0039000000000000003,0.0039000000000000003,0.0039000000000000003
P_20,enwiki:Elaeis%20guineensis/Palm%20oil%20production,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Palm%20oil%20production,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Palm%20oil%20production,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Planting,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/Planting,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Planting,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/Planting,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Planting,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Planting,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts,0.001,0.0012,-0.00019999999999999987,0.00019999999999999987,0.00019999999999999987
Rprec,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts,0.0031,0.0037,-0.0006000000000000003,0.0006000000000000003,0.0006000000000000003
P_20,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Carbon%20balance,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Carbon%20balance,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Carbon%20balance,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Carbon%20balance,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Carbon%20balance,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Carbon%20balance,0.0,0.0,0.0,0.0,0.0
map,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Palm%20biomass%20as%20fuel,0.005,0.0079,-0.0029000000000000007,0.0029000000000000007,0.0029000000000000007
Rprec,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Palm%20biomass%20as%20fuel,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Palm%20biomass%20as%20fuel,0.0128,0.02,-0.0072,0.0072,0.0072
P_20,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Palm%20biomass%20as%20fuel,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Palm%20biomass%20as%20fuel,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Elaeis%20guineensis/Social%20and%20environmental%20impacts/Palm%20biomass%20as%20fuel,0.0,0.0,0.0,0.0,0.0
map,enwiki:Electric%20car,0.0568,0.0683,-0.011499999999999996,0.011499999999999996,0.011499999999999996
Rprec,enwiki:Electric%20car,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Electric%20car,0.1667,0.2,-0.033300000000000024,0.033300000000000024,0.033300000000000024
P_20,enwiki:Electric%20car,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Electric%20car,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Electric%20car,0.1672,0.1815,-0.014300000000000007,0.014300000000000007,0.014300000000000007
map,enwiki:Electric%20car/Batteries,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Electric%20car/Batteries,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Electric%20car/Batteries,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Electric%20car/Batteries,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Electric%20car/Batteries,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Electric%20car/Batteries,0.0,0.0,0.0,0.0,0.0
map,enwiki:Electric%20car/Batteries/Charging,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Electric%20car/Batteries/Charging,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Electric%20car/Batteries/Charging,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Electric%20car/Batteries/Charging,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Electric%20car/Batteries/Charging,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Electric%20car/Batteries/Charging,0.0,0.0,0.0,0.0,0.0
map,enwiki:Electric%20car/Batteries/Charging/Battery%20swapping,0.0362,0.0305,0.005700000000000004,-0.005700000000000004,0.005700000000000004
Rprec,enwiki:Electric%20car/Batteries/Charging/Battery%20swapping,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Electric%20car/Batteries/Charging/Battery%20swapping,0.0455,0.0476,-0.0021000000000000046,0.0021000000000000046,0.0021000000000000046
P_20,enwiki:Electric%20car/Batteries/Charging/Battery%20swapping,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Electric%20car/Batteries/Charging/Battery%20swapping,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Electric%20car/Batteries/Charging/Battery%20swapping,0.0,0.0,0.0,0.0,0.0
map,enwiki:Electric%20car/Batteries/Charging/Charging%20time,0.0043,0.0048,-0.0004999999999999996,0.0004999999999999996,0.0004999999999999996
Rprec,enwiki:Electric%20car/Batteries/Charging/Charging%20time,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Electric%20car/Batteries/Charging/Charging%20time,0.0128,0.0145,-0.0017000000000000001,0.0017000000000000001,0.0017000000000000001
P_20,enwiki:Electric%20car/Batteries/Charging/Charging%20time,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Electric%20car/Batteries/Charging/Charging%20time,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Electric%20car/Batteries/Charging/Charging%20time,0.0,0.0,0.0,0.0,0.0
map,enwiki:Electric%20car/Batteries/Charging/Fast%20charging,0.0156,0.0128,0.0027999999999999987,-0.0027999999999999987,0.0027999999999999987
Rprec,enwiki:Electric%20car/Batteries/Charging/Fast%20charging,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Electric%20car/Batteries/Charging/Fast%20charging,0.0312,0.0256,0.005599999999999997,-0.005599999999999997,0.005599999999999997
