metrics,query,galago,anserini,galago_best,anserini_best,abs_diff
recip_rank,enwiki:Taste/Other%20concepts/Acquired%20taste,0.0256,0.025,0.0005999999999999998,-0.0005999999999999998,0.0005999999999999998
P_20,enwiki:Taste/Other%20concepts/Acquired%20taste,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Taste/Other%20concepts/Acquired%20taste,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Taste/Other%20concepts/Acquired%20taste,0.0,0.0,0.0,0.0,0.0
map,enwiki:Taste/Other%20concepts/Aftertaste,0.0172,0.0167,0.0005000000000000004,-0.0005000000000000004,0.0005000000000000004
Rprec,enwiki:Taste/Other%20concepts/Aftertaste,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Taste/Other%20concepts/Aftertaste,0.0172,0.0167,0.0005000000000000004,-0.0005000000000000004,0.0005000000000000004
P_20,enwiki:Taste/Other%20concepts/Aftertaste,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Taste/Other%20concepts/Aftertaste,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Taste/Other%20concepts/Aftertaste,0.0,0.0,0.0,0.0,0.0
map,enwiki:Taste/Other%20concepts/Supertasters,0.3333,0.5,-0.16670000000000001,0.16670000000000001,0.16670000000000001
Rprec,enwiki:Taste/Other%20concepts/Supertasters,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Taste/Other%20concepts/Supertasters,0.3333,0.5,-0.16670000000000001,0.16670000000000001,0.16670000000000001
P_20,enwiki:Taste/Other%20concepts/Supertasters,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Taste/Other%20concepts/Supertasters,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Taste/Other%20concepts/Supertasters,0.5,0.6309,-0.13090000000000002,0.13090000000000002,0.13090000000000002
map,enwiki:Taste/Research,0.0088,0.0044,0.0044,-0.0044,0.0044
Rprec,enwiki:Taste/Research,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Taste/Research,0.0175,0.0062,0.011300000000000001,-0.011300000000000001,0.011300000000000001
P_20,enwiki:Taste/Research,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Taste/Research,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Taste/Research,0.0,0.0,0.0,0.0,0.0
map,enwiki:Theophylline,0.0122,0.0769,-0.0647,0.0647,0.0647
Rprec,enwiki:Theophylline,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline,0.0122,0.0769,-0.0647,0.0647,0.0647
P_20,enwiki:Theophylline,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Theophylline,0.0,1.0,-1.0,1.0,1.0
ndcg_cut_20,enwiki:Theophylline,0.0,0.2626,-0.2626,0.2626,0.2626
map,enwiki:Theophylline/Adverse%20effects,0.0333,0.0833,-0.049999999999999996,0.049999999999999996,0.049999999999999996
Rprec,enwiki:Theophylline/Adverse%20effects,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Adverse%20effects,0.0333,0.0833,-0.049999999999999996,0.049999999999999996,0.049999999999999996
P_20,enwiki:Theophylline/Adverse%20effects,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Theophylline/Adverse%20effects,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Adverse%20effects,0.0,0.2702,-0.2702,0.2702,0.2702
map,enwiki:Theophylline/History,0.0208,0.1111,-0.0903,0.0903,0.0903
Rprec,enwiki:Theophylline/History,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/History,0.0208,0.1111,-0.0903,0.0903,0.0903
P_20,enwiki:Theophylline/History,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Theophylline/History,0.0,1.0,-1.0,1.0,1.0
ndcg_cut_20,enwiki:Theophylline/History,0.0,0.301,-0.301,0.301,0.301
map,enwiki:Theophylline/Mechanisms%20of%20action,0.0497,0.132,-0.08230000000000001,0.08230000000000001,0.08230000000000001
Rprec,enwiki:Theophylline/Mechanisms%20of%20action,0.0,0.3333,-0.3333,0.3333,0.3333
recip_rank,enwiki:Theophylline/Mechanisms%20of%20action,0.125,0.3333,-0.20829999999999999,0.20829999999999999,0.20829999999999999
P_20,enwiki:Theophylline/Mechanisms%20of%20action,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Mechanisms%20of%20action,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Mechanisms%20of%20action,0.148,0.2346,-0.08660000000000001,0.08660000000000001,0.08660000000000001
map,enwiki:Theophylline/Medical%20uses,0.0182,0.0384,-0.020199999999999996,0.020199999999999996,0.020199999999999996
Rprec,enwiki:Theophylline/Medical%20uses,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Medical%20uses,0.0196,0.0435,-0.023899999999999998,0.023899999999999998,0.023899999999999998
P_20,enwiki:Theophylline/Medical%20uses,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Medical%20uses,0.0,0.5,-0.5,0.5,0.5
ndcg_cut_20,enwiki:Theophylline/Medical%20uses,0.0,0.0,0.0,0.0,0.0
map,enwiki:Theophylline/Medical%20uses/Uses%20under%20investigation,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Theophylline/Medical%20uses/Uses%20under%20investigation,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Medical%20uses/Uses%20under%20investigation,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Theophylline/Medical%20uses/Uses%20under%20investigation,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Medical%20uses/Uses%20under%20investigation,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Medical%20uses/Uses%20under%20investigation,0.0,0.0,0.0,0.0,0.0
map,enwiki:Theophylline/Natural%20occurrences,0.044,0.1751,-0.1311,0.1311,0.1311
Rprec,enwiki:Theophylline/Natural%20occurrences,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Natural%20occurrences,0.0769,0.3333,-0.25639999999999996,0.25639999999999996,0.25639999999999996
P_20,enwiki:Theophylline/Natural%20occurrences,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Natural%20occurrences,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Natural%20occurrences,0.161,0.3066,-0.14559999999999998,0.14559999999999998,0.14559999999999998
map,enwiki:Theophylline/Pharmacokinetics/Absorption,0.0034,0.0109,-0.0075,0.0075,0.0075
Rprec,enwiki:Theophylline/Pharmacokinetics/Absorption,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Pharmacokinetics/Absorption,0.0034,0.0109,-0.0075,0.0075,0.0075
P_20,enwiki:Theophylline/Pharmacokinetics/Absorption,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Pharmacokinetics/Absorption,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Pharmacokinetics/Absorption,0.0,0.0,0.0,0.0,0.0
map,enwiki:Theophylline/Pharmacokinetics/Distribution,0.0909,0.3333,-0.2424,0.2424,0.2424
Rprec,enwiki:Theophylline/Pharmacokinetics/Distribution,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Pharmacokinetics/Distribution,0.0909,0.3333,-0.2424,0.2424,0.2424
P_20,enwiki:Theophylline/Pharmacokinetics/Distribution,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Pharmacokinetics/Distribution,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Pharmacokinetics/Distribution,0.2789,0.5,-0.22110000000000002,0.22110000000000002,0.22110000000000002
map,enwiki:Theophylline/Pharmacokinetics/Elimination,0.0011,0.0023,-0.0012,0.0012,0.0012
Rprec,enwiki:Theophylline/Pharmacokinetics/Elimination,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Pharmacokinetics/Elimination,0.0022,0.0046,-0.0024,0.0024,0.0024
P_20,enwiki:Theophylline/Pharmacokinetics/Elimination,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Pharmacokinetics/Elimination,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Pharmacokinetics/Elimination,0.0,0.0,0.0,0.0,0.0
map,enwiki:Theophylline/Pharmacokinetics/Metabolism,0.1429,0.2,-0.05710000000000001,0.05710000000000001,0.05710000000000001
Rprec,enwiki:Theophylline/Pharmacokinetics/Metabolism,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Theophylline/Pharmacokinetics/Metabolism,0.1429,0.2,-0.05710000000000001,0.05710000000000001,0.05710000000000001
P_20,enwiki:Theophylline/Pharmacokinetics/Metabolism,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Theophylline/Pharmacokinetics/Metabolism,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Theophylline/Pharmacokinetics/Metabolism,0.3333,0.3869,-0.053600000000000037,0.053600000000000037,0.053600000000000037
map,enwiki:Timbre,0.0269,0.0623,-0.0354,0.0354,0.0354
Rprec,enwiki:Timbre,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre,0.0769,0.1667,-0.08979999999999999,0.08979999999999999,0.08979999999999999
P_20,enwiki:Timbre,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Timbre,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre,0.1233,0.1672,-0.04389999999999998,0.04389999999999998,0.04389999999999998
map,enwiki:Timbre/ASA%20definition,1.0,1.0,0.0,0.0,0.0
Rprec,enwiki:Timbre/ASA%20definition,1.0,1.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre/ASA%20definition,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Timbre/ASA%20definition,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Timbre/ASA%20definition,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre/ASA%20definition,1.0,1.0,0.0,0.0,0.0
map,enwiki:Timbre/Attributes,0.2508,0.2523,-0.0015000000000000013,0.0015000000000000013,0.0015000000000000013
Rprec,enwiki:Timbre/Attributes,0.25,0.25,0.0,0.0,0.0
recip_rank,enwiki:Timbre/Attributes,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Timbre/Attributes,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Timbre/Attributes,0.25,0.25,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre/Attributes,0.3904,0.3904,0.0,0.0,0.0
map,enwiki:Timbre/Attributes/Envelope,0.0769,0.125,-0.048100000000000004,0.048100000000000004,0.048100000000000004
Rprec,enwiki:Timbre/Attributes/Envelope,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre/Attributes/Envelope,0.0769,0.125,-0.048100000000000004,0.048100000000000004,0.048100000000000004
P_20,enwiki:Timbre/Attributes/Envelope,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Timbre/Attributes/Envelope,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre/Attributes/Envelope,0.2626,0.3155,-0.0529,0.0529,0.0529
map,enwiki:Timbre/Attributes/Harmonics,0.0076,0.0303,-0.0227,0.0227,0.0227
Rprec,enwiki:Timbre/Attributes/Harmonics,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre/Attributes/Harmonics,0.0227,0.0909,-0.0682,0.0682,0.0682
P_20,enwiki:Timbre/Attributes/Harmonics,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Timbre/Attributes/Harmonics,0.0,0.3333,-0.3333,0.3333,0.3333
ndcg_cut_20,enwiki:Timbre/Attributes/Harmonics,0.0,0.1309,-0.1309,0.1309,0.1309
map,enwiki:Timbre/In%20music%20history,0.0072,0.0387,-0.0315,0.0315,0.0315
Rprec,enwiki:Timbre/In%20music%20history,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre/In%20music%20history,0.0106,0.0667,-0.0561,0.0561,0.0561
P_20,enwiki:Timbre/In%20music%20history,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Timbre/In%20music%20history,0.0,0.5,-0.5,0.5,0.5
ndcg_cut_20,enwiki:Timbre/In%20music%20history,0.0,0.1533,-0.1533,0.1533,0.1533
map,enwiki:Timbre/Psychoacoustic%20evidence,0.1,0.1667,-0.06669999999999998,0.06669999999999998,0.06669999999999998
Rprec,enwiki:Timbre/Psychoacoustic%20evidence,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre/Psychoacoustic%20evidence,0.2,0.3333,-0.13329999999999997,0.13329999999999997,0.13329999999999997
P_20,enwiki:Timbre/Psychoacoustic%20evidence,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Timbre/Psychoacoustic%20evidence,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre/Psychoacoustic%20evidence,0.2372,0.3066,-0.06939999999999999,0.06939999999999999,0.06939999999999999
map,enwiki:Timbre/Synonyms,0.5,1.0,-0.5,0.5,0.5
Rprec,enwiki:Timbre/Synonyms,0.0,1.0,-1.0,1.0,1.0
recip_rank,enwiki:Timbre/Synonyms,0.5,1.0,-0.5,0.5,0.5
P_20,enwiki:Timbre/Synonyms,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Timbre/Synonyms,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre/Synonyms,0.6309,1.0,-0.3691,0.3691,0.3691
map,enwiki:Timbre/Tristimulus%20timbre%20model,0.001,0.002,-0.001,0.001,0.001
Rprec,enwiki:Timbre/Tristimulus%20timbre%20model,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Timbre/Tristimulus%20timbre%20model,0.001,0.002,-0.001,0.001,0.001
P_20,enwiki:Timbre/Tristimulus%20timbre%20model,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Timbre/Tristimulus%20timbre%20model,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Timbre/Tristimulus%20timbre%20model,0.0,0.0,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation,0.3359,0.3367,-0.0008000000000000229,0.0008000000000000229,0.0008000000000000229
Rprec,enwiki:Toilet%20paper%20orientation,0.3333,0.3333,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation,1.0,1.0,0.0,0.0,0.0
P_20,enwiki:Toilet%20paper%20orientation,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation,0.4693,0.4693,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under,0.0228,0.0212,0.0016000000000000007,-0.0016000000000000007,0.0016000000000000007
Rprec,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under,0.0833,0.0588,0.0245,-0.0245,0.0245
P_20,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under,0.25,0.25,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under,0.1055,0.0936,0.011899999999999994,-0.011899999999999994,0.011899999999999994
map,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under/Preliminaries,0.0312,0.0216,0.009599999999999997,-0.009599999999999997,0.009599999999999997
Rprec,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under/Preliminaries,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under/Preliminaries,0.0909,0.05,0.04089999999999999,-0.04089999999999999,0.04089999999999999
P_20,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under/Preliminaries,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under/Preliminaries,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Arguments%20for%20over%20or%20under/Preliminaries,0.1309,0.1068,0.024099999999999983,-0.024099999999999983,0.024099999999999983
map,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0086,0.0191,-0.010499999999999999,0.010499999999999999,0.010499999999999999
Rprec,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0152,0.04,-0.024800000000000003,0.024800000000000003,0.024800000000000003
P_20,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0,0.1667,-0.1667,0.1667,0.1667
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Context%20and%20relevance,0.0,0.0,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.0667,0.0833,-0.016600000000000004,0.016600000000000004,0.016600000000000004
Rprec,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.2,0.25,-0.04999999999999999,0.04999999999999999,0.04999999999999999
P_20,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Preferences/Noted%20preferences,0.1815,0.2021,-0.020600000000000007,0.020600000000000007,0.020600000000000007
map,enwiki:Toilet%20paper%20orientation/Preferences/Survey%20results,0.1084,0.1055,0.0029,-0.0029,0.0029
Rprec,enwiki:Toilet%20paper%20orientation/Preferences/Survey%20results,0.25,0.25,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Preferences/Survey%20results,0.25,0.25,0.0,0.0,0.0
P_20,enwiki:Toilet%20paper%20orientation/Preferences/Survey%20results,0.1,0.1,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Preferences/Survey%20results,0.375,0.25,0.125,-0.125,0.125
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Preferences/Survey%20results,0.2068,0.2068,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Character,0.0038,0.0058,-0.0019999999999999996,0.0019999999999999996,0.0019999999999999996
Rprec,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Character,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Character,0.0038,0.0058,-0.0019999999999999996,0.0019999999999999996,0.0019999999999999996
P_20,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Character,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Character,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Character,0.0,0.0,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Class%20and%20politics,0.0007,0.0011,-0.0004000000000000001,0.0004000000000000001,0.0004000000000000001
Rprec,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Class%20and%20politics,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Class%20and%20politics,0.0014,0.0022,-0.0008000000000000001,0.0008000000000000001,0.0008000000000000001
P_20,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Class%20and%20politics,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Class%20and%20politics,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Class%20and%20politics,0.0,0.0,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Sex%20and%20age,0.0046,0.0067,-0.0021000000000000003,0.0021000000000000003,0.0021000000000000003
Rprec,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Sex%20and%20age,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Sex%20and%20age,0.0159,0.0189,-0.002999999999999999,0.002999999999999999,0.002999999999999999
P_20,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Sex%20and%20age,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Sex%20and%20age,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Preferences/Themes/Sex%20and%20age,0.0,0.0,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Social%20consequences,0.0455,0.1,-0.05450000000000001,0.05450000000000001,0.05450000000000001
Rprec,enwiki:Toilet%20paper%20orientation/Social%20consequences,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Social%20consequences,0.0909,0.2,-0.10910000000000002,0.10910000000000002,0.10910000000000002
P_20,enwiki:Toilet%20paper%20orientation/Social%20consequences,0.05,0.05,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Social%20consequences,0.5,0.5,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Social%20consequences,0.171,0.2372,-0.06619999999999998,0.06619999999999998,0.06619999999999998
map,enwiki:Toilet%20paper%20orientation/Solutions,0.0,0.0,0.0,0.0,0.0
Rprec,enwiki:Toilet%20paper%20orientation/Solutions,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Solutions,0.0,0.0,0.0,0.0,0.0
P_20,enwiki:Toilet%20paper%20orientation/Solutions,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Solutions,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Solutions,0.0,0.0,0.0,0.0,0.0
map,enwiki:Toilet%20paper%20orientation/Solutions/Behavioral,0.1717,0.2508,-0.07910000000000003,0.07910000000000003,0.07910000000000003
Rprec,enwiki:Toilet%20paper%20orientation/Solutions/Behavioral,0.0,0.3333,-0.3333,0.3333,0.3333
recip_rank,enwiki:Toilet%20paper%20orientation/Solutions/Behavioral,0.25,0.3333,-0.08329999999999999,0.08329999999999999,0.08329999999999999
P_20,enwiki:Toilet%20paper%20orientation/Solutions/Behavioral,0.1,0.1,0.0,0.0,0.0
recall_40,enwiki:Toilet%20paper%20orientation/Solutions/Behavioral,0.6667,1.0,-0.33330000000000004,0.33330000000000004,0.33330000000000004
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Solutions/Behavioral,0.3378,0.4018,-0.064,0.064,0.064
map,enwiki:Toilet%20paper%20orientation/Solutions/Mechanical,0.0191,0.0244,-0.005300000000000003,0.005300000000000003,0.005300000000000003
Rprec,enwiki:Toilet%20paper%20orientation/Solutions/Mechanical,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Toilet%20paper%20orientation/Solutions/Mechanical,0.0385,0.0556,-0.017099999999999997,0.017099999999999997,0.017099999999999997
P_20,enwiki:Toilet%20paper%20orientation/Solutions/Mechanical,0.0,0.05,-0.05,0.05,0.05
recall_40,enwiki:Toilet%20paper%20orientation/Solutions/Mechanical,0.4,0.4,0.0,0.0,0.0
ndcg_cut_20,enwiki:Toilet%20paper%20orientation/Solutions/Mechanical,0.0,0.0798,-0.0798,0.0798,0.0798
map,enwiki:Traction%20motor,0.0017,0.005,-0.0033,0.0033,0.0033
Rprec,enwiki:Traction%20motor,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Traction%20motor,0.0034,0.0069,-0.0035,0.0035,0.0035
P_20,enwiki:Traction%20motor,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Traction%20motor,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Traction%20motor,0.0,0.0,0.0,0.0,0.0
map,enwiki:Traction%20motor/Cooling,0.0729,0.094,-0.021099999999999994,0.021099999999999994,0.021099999999999994
Rprec,enwiki:Traction%20motor/Cooling,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Traction%20motor/Cooling,0.0588,0.0769,-0.018099999999999998,0.018099999999999998,0.018099999999999998
P_20,enwiki:Traction%20motor/Cooling,0.05,0.1,-0.05,0.05,0.05
recall_40,enwiki:Traction%20motor/Cooling,1.0,1.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Traction%20motor/Cooling,0.147,0.3054,-0.1584,0.1584,0.1584
map,enwiki:Traction%20motor/Motor%20types%20and%20control,0.0151,0.0228,-0.0077,0.0077,0.0077
Rprec,enwiki:Traction%20motor/Motor%20types%20and%20control,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Traction%20motor/Motor%20types%20and%20control,0.0303,0.0455,-0.015199999999999998,0.015199999999999998,0.015199999999999998
P_20,enwiki:Traction%20motor/Motor%20types%20and%20control,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Traction%20motor/Motor%20types%20and%20control,0.3333,0.3333,0.0,0.0,0.0
ndcg_cut_20,enwiki:Traction%20motor/Motor%20types%20and%20control,0.0,0.0,0.0,0.0,0.0
map,enwiki:Traction%20motor/Rating,0.0748,0.098,-0.0232,0.0232,0.0232
Rprec,enwiki:Traction%20motor/Rating,0.125,0.125,0.0,0.0,0.0
recip_rank,enwiki:Traction%20motor/Rating,0.3333,0.3333,0.0,0.0,0.0
P_20,enwiki:Traction%20motor/Rating,0.05,0.1,-0.05,0.05,0.05
recall_40,enwiki:Traction%20motor/Rating,0.375,0.5,-0.125,0.125,0.125
ndcg_cut_20,enwiki:Traction%20motor/Rating,0.1265,0.1996,-0.0731,0.0731,0.0731
map,enwiki:Traction%20motor/Transportation%20applications/Railways,0.0,0.0016,-0.0016,0.0016,0.0016
Rprec,enwiki:Traction%20motor/Transportation%20applications/Railways,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Traction%20motor/Transportation%20applications/Railways,0.0,0.0016,-0.0016,0.0016,0.0016
P_20,enwiki:Traction%20motor/Transportation%20applications/Railways,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Traction%20motor/Transportation%20applications/Railways,0.0,0.0,0.0,0.0,0.0
ndcg_cut_20,enwiki:Traction%20motor/Transportation%20applications/Railways,0.0,0.0,0.0,0.0,0.0
map,enwiki:Traction%20motor/Transportation%20applications/Railways/Automatic%20acceleration,0.0076,0.02,-0.012400000000000001,0.012400000000000001,0.012400000000000001
Rprec,enwiki:Traction%20motor/Transportation%20applications/Railways/Automatic%20acceleration,0.0,0.0,0.0,0.0,0.0
recip_rank,enwiki:Traction%20motor/Transportation%20applications/Railways/Automatic%20acceleration,0.0076,0.02,-0.012400000000000001,0.012400000000000001,0.012400000000000001
P_20,enwiki:Traction%20motor/Transportation%20applications/Railways/Automatic%20acceleration,0.0,0.0,0.0,0.0,0.0
recall_40,enwiki:Traction%20motor/Transportation%20applications/Railways/Automatic%20acceleration,0.0,0.0,0.0,0.0,0.0
